k,u_before,v_before,tape_bit,sum,u_after,v_after
858,249756749605978522936353907245317375479544659959,-308210456960569238406564345599518216757350763351,1,-557967206566547761342918252844835592236895423310,249756749605978522936353907245317375479544659959,-278983603283273880671459126422417796118447711655
859,249756749605978522936353907245317375479544659959,-278983603283273880671459126422417796118447711655,1,528740352889252403607813033667735171597992371614,264370176444626201803906516833867585798996185807,-278983603283273880671459126422417796118447711655
860,264370176444626201803906516833867585798996185807,-278983603283273880671459126422417796118447711655,1,-543353779727900082475365643256285381917443897462,264370176444626201803906516833867585798996185807,-271676889863950041237682821628142690958721948731
861,264370176444626201803906516833867585798996185807,-271676889863950041237682821628142690958721948731,1,536047066308576243041589338462010276757718134538,268023533154288121520794669231005138378859067269,-271676889863950041237682821628142690958721948731
862,268023533154288121520794669231005138378859067269,-271676889863950041237682821628142690958721948731,0,-3653356709661919716888152397137552579862881462,268023533154288121520794669231005138378859067269,-1826678354830959858444076198568776289931440731
863,268023533154288121520794669231005138378859067269,-1826678354830959858444076198568776289931440731,0,266196854799457161662350593032436362088927626538,133098427399728580831175296516218181044463813269,-1826678354830959858444076198568776289931440731
864,133098427399728580831175296516218181044463813269,-1826678354830959858444076198568776289931440731,0,131271749044897620972731220317649404754532372538,133098427399728580831175296516218181044463813269,65635874522448810486365610158824702377266186269
865,133098427399728580831175296516218181044463813269,65635874522448810486365610158824702377266186269,0,198734301922177391317540906675042883421729999538,99367150961088695658770453337521441710864999769,65635874522448810486365610158824702377266186269
866,99367150961088695658770453337521441710864999769,65635874522448810486365610158824702377266186269,0,165003025483537506145136063496346144088131186038,99367150961088695658770453337521441710864999769,82501512741768753072568031748173072044065593019
867,99367150961088695658770453337521441710864999769,82501512741768753072568031748173072044065593019,1,16865638219319942586202421589348369666799406750,8432819109659971293101210794674184833399703375,82501512741768753072568031748173072044065593019
868,8432819109659971293101210794674184833399703375,82501512741768753072568031748173072044065593019,0,90934331851428724365669242542847256877465296394,8432819109659971293101210794674184833399703375,45467165925714362182834621271423628438732648197
869,8432819109659971293101210794674184833399703375,45467165925714362182834621271423628438732648197,1,-37034346816054390889733410476749443605332944822,-18517173408027195444866705238374721802666472411,45467165925714362182834621271423628438732648197
870,-18517173408027195444866705238374721802666472411,45467165925714362182834621271423628438732648197,0,26949992517687166737967916033048906636066175786,-18517173408027195444866705238374721802666472411,13474996258843583368983958016524453318033087893
871,-18517173408027195444866705238374721802666472411,13474996258843583368983958016524453318033087893,0,-5042177149183612075882747221850268484633384518,-2521088574591806037941373610925134242316692259,13474996258843583368983958016524453318033087893
872,-2521088574591806037941373610925134242316692259,13474996258843583368983958016524453318033087893,0,10953907684251777331042584405599319075716395634,-2521088574591806037941373610925134242316692259,5476953842125888665521292202799659537858197817
873,-2521088574591806037941373610925134242316692259,5476953842125888665521292202799659537858197817,0,2955865267534082627579918591874525295541505558,1477932633767041313789959295937262647770752779,5476953842125888665521292202799659537858197817
874,1477932633767041313789959295937262647770752779,5476953842125888665521292202799659537858197817,1,3999021208358847351731332906862396890087445038,1477932633767041313789959295937262647770752779,1999510604179423675865666453431198445043722519
875,1477932633767041313789959295937262647770752779,1999510604179423675865666453431198445043722519,0,3477443237946464989655625749368461092814475298,1738721618973232494827812874684230546407237649,1999510604179423675865666453431198445043722519
876,1738721618973232494827812874684230546407237649,1999510604179423675865666453431198445043722519,1,260788985206191181037853578746967898636484870,1738721618973232494827812874684230546407237649,130394492603095590518926789373483949318242435
877,1738721618973232494827812874684230546407237649,130394492603095590518926789373483949318242435,1,1608327126370136904308886085310746597088995214,804163563185068452154443042655373298544497607,130394492603095590518926789373483949318242435
878,804163563185068452154443042655373298544497607,130394492603095590518926789373483949318242435,0,934558055788164042673369832028857247862740042,804163563185068452154443042655373298544497607,467279027894082021336684916014428623931370021
879,804163563185068452154443042655373298544497607,467279027894082021336684916014428623931370021,1,336884535290986430817758126640944674613127586,168442267645493215408879063320472337306563793,467279027894082021336684916014428623931370021
880,168442267645493215408879063320472337306563793,467279027894082021336684916014428623931370021,0,635721295539575236745563979334900961237933814,168442267645493215408879063320472337306563793,317860647769787618372781989667450480618966907
881,168442267645493215408879063320472337306563793,317860647769787618372781989667450480618966907,1,-149418380124294402963902926346978143312403114,-74709190062147201481951463173489071656201557,317860647769787618372781989667450480618966907
882,-74709190062147201481951463173489071656201557,317860647769787618372781989667450480618966907,0,243151457707640416890830526493961408962765350,-74709190062147201481951463173489071656201557,121575728853820208445415263246980704481382675
883,-74709190062147201481951463173489071656201557,121575728853820208445415263246980704481382675,0,46866538791673006963463800073491632825181118,23433269395836503481731900036745816412590559,121575728853820208445415263246980704481382675
884,23433269395836503481731900036745816412590559,121575728853820208445415263246980704481382675,0,145008998249656711927147163283726520893973234,23433269395836503481731900036745816412590559,72504499124828355963573581641863260446986617
885,23433269395836503481731900036745816412590559,72504499124828355963573581641863260446986617,1,-49071229728991852481841681605117444034396058,-24535614864495926240920840802558722017198029,72504499124828355963573581641863260446986617
886,-24535614864495926240920840802558722017198029,72504499124828355963573581641863260446986617,1,97040113989324282204494422444421982464184646,-24535614864495926240920840802558722017198029,48520056994662141102247211222210991232092323
